url,title,alternative_title,publisher_info,journal_info,year,pages,ddc,authors,subjects,type
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214974,Bài giảng Đại lý tàu biển và giao nhận hàng hóa :Lưu hành nội bộ /Hồ Đức Tuấn,,"Nha Trang :Đại học Nha Trang,2016",,2016.0,100 tr.,387.0,Hồ Đức Tuấn::author,Càng- Hàng hóa|Đại lý tàu biển,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214955,"Bài giảng Bảo vệ môi trường biển - Vấn đề và giải pháp :Chương 9, Chương 10 /Hồ Đức Tuấn",,"Nha Trang :Đại học Nha Trang,2024",,2024.0,7 tr.,363.739,Hồ Đức Tuấn::author,Biển- Môi trường|Môi trường biển- Bảo vệ,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214922,"English for Engineering. Book 2 :Marine diesel and auxiliary engines /Hồ Đức Tuấn, Huỳnh Văn Vũ",,"Nha Trang :Đại học Nha Trang,2021",,2021.0,128 tr.,623.87,Hồ Đức Tuấn::author|Huỳnh Văn Vũ::contributor,Engineering- English|Hàng hài- Động cơ,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214910,"Bài giảng Máy và thiết bị nâng hạ tàu thủy :(Lưu hành nội bộ) /Nguyễn Thái Vũ, Hồ Đức Tuấn",,"Nha Trang :Đại học Nha Trang,2024",,2024.0,190 tr.,623.86,Nguyễn Thái Vũ::author|Hồ Đức Tuấn::contributor,Tàu thủy- Máy|Tàu thủy- Thiết bị,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214907,Nhập môn ngành cơ điện tử /Nguyễn Văn Định,,"Đại học Nha Trang,2024",,2024.0,160tr :Hình ảnh,629.89,Nguyễn Văn Định::author,Cơ điện tử- Bài giảng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214896,Bài giảng Động cơ đốt trong /Hồ Đức Tuấn,,"Nha Trang :Đại học Nha Trang,2023",,2023.0,259 tr.,621.43,Hồ Đức Tuấn::author,Động cơ đốt trong,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214895,Kỹ thuật thi công và lắp đặt hệ thống lạnh và điều hòa không khí /Nguyễn Đình Khương,,"Đại học Nha Trang,2024",,2024.0,627tr :Hình ảnh,697.9,Nguyễn Đình Khương::author,Hệ thống điều hòa không khí|Thiết bị lạnh,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214888,Maritime English /Hồ Đức Tuấn (chủ biên) và những người khác,English - Maritime,"Nha Trang :Đại học Nha Trang,2024",,2024.0,153 tr.,623.803,Hồ Đức Tuấn::author|Lê Cao Hoàng Hà::contributor|Lê Thị Thu Nga::contributor|Phạm Thị Hải Trang::contributor,Hàng hải - Tiếng Anh,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214879,Quản lý khai thác cảng /Hồ Đức Tuấn,,"Nha Trang :Đại học Nha Trang,2023",,2023.0,121 tr. ;,627.2,Hồ Đức Tuấn::author,Cảng biển- Khai thác|Cảng biển- Quản lý,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214732,Giáo trình Công nghệ đóng sửa tàu phi kim loại /Phạm Thanh Nhựt,,"Hà Nội :Nông nghiệp,2022",,2022.0,179 tr. :Minh họa ;27 cm,623.82,Phạm Thanh Nhựt::author,Tàu phi kim loại- Công nghệ đóng sửa,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214728,Phương pháp nghiên cứu khoa học trong nuôi trồng thủy sản /Lê Minh Hoàng,Scientific Research Methodology in Aquaculture,"Nha Trang :Đại học Nha Trang,2024",,2024.0,146 tr. ;,639.0,Lê Minh Hoàng::author,Nuôi trồng thủy sản- Nghiên cứu|Phương pháp nghiên cứu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214727,Hướng dẫn bài tập chuyên ngành Kỹ thuật tàu thủy /Phạm Thanh Nhựt,,"Hà Nội :Nông nghiệp,2021",,2021.0,204 tr. :Minh họa ;27 cm,623.8,Phạm Thanh Nhựt::author,Kỹ thuật tàu thủy,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214294,Lý thuyết tài chính - tiền tệ /Võ Văn Cần (chủ biên) và tập thể bộ môn Tài chính - Ngân hàng,,"Hà Nội :Lao Động,2022",,2022.0,287 tr. :bảng biểu ;24 cm,332.01,Võ Văn Cần::contributor|Nguyễn Hữu Mạnh::contributor|Chu Thị Lê Dung::contributor,Tài chính- Tiền tệ,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=210368,Bài giảng pháp luật về hàng hải :Phần II /Bộ môn hàng hải,,"Khánh Hòa :Đại học Nha Trang,2018",,2018.0,61 tr.,341.45,Bộ môn hàng hải::author,Pháp luật hàng hải,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=210353,Bài giảng pháp luật hàng hải :Phần I /Bộ môn hàng hải,,"Khánh Hòa :Đại học Nha Trang,2019",,2019.0,61 tr.,341.45,Bộ môn hàng hải::author,Pháp luật hàng hải,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=210337,Bài giảng an toàn cho người và tàu cá /Nguyễn Đức Sĩ,,"Khánh Hòa :Đại học Nha Trang,2018",,2018.0,129 tr.,363.1,Nguyễn Đức Sĩ::author,An toàn lao động,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=210315,"Bài giảng nghiệp vụ thuyền viên /Trần Đức Phú, Vũ Như Tân",,"Khánh Hòa :Đại học Nha Trang,2023",,2023.0,77 tr.,623.88,Trần Đức Phú::author|Vũ Như Tân::contributor,Nghiệp vụ thuyền viên,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=206265,Kiểm tra khuyết tật kết cấu bê tông bằng phương pháp nhiệt hồng ngoại :Sách chuyên khảo /Trần Quang Huy,Infrared thermography in detecting deteriorations in concrete structures,"Hà Nội :Khoa học và Kỹ thuật,2022",,2022.0,156 tr. ;30 cm,624.1834,Trần Quang Huy::author,Kỹ thuật xây dựng|Kết cấu bê tông,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=206263,Ứng dụng VISSIM trong mô hình dòng giao thông /Trần Quang Duy (Chủ biên) và các tác giả khác,,"H. :Khoa học và Kỹ thuật,2024",,2024.0,91 tr. ;27 cm,629.049,Trần Quang Duy::contributor|Nguyễn Thắng Xiêm::contributor|Lê Quốc Thái::contributor|Bạch Văn Sỹ::contributor|Phạm Bá Linh::contributor,Giao thông đô thị|Phần mềm VISSIM- Ứng dụng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=206255,"Thiết kế công trình kháng chấn bằng phương pháp phổ phản ứng dao động /Trần Quang Huy (chủ biên), Đặng Quốc Mỹ, Lê Thanh Cao",,"H. :Khoa học và Kỹ Thuật,2021",,2021.0,133 tr. ;27 cm,624.1762,Trần Quang Huy::author|Đặng Quốc Mỹ::contributor|Lê Thanh Cao::contributor,Công trình chống động đất,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=204289,Marketing dịch vụ công /Nguyễn Hoài Long,,"Hà Nội :Đại học Kinh tế quốc dân,",,,102 tr. ;,658.0,Nguyễn Hoài Long::author,Marketing dịch vụ công|Quản lý dịch vụ công,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=203082,"Destination management/ Nguyen Thanh Quang, Le Chi Cong",,"Nha Trang :Đại học Nha Trang,2023",,2023.0,108 p.,910.0,Nguyen Thanh Quang::author|Le Chi Cong::contributor|Lê Chí Công (cx)::contributor|Nguyễn Thanh Quảng (cx)::contributor,Destination management,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=201996,Quản trị kinh doanh lữ hành,,"Nha Trang :Đại học Nha Trang,",,,168 tr.,658.0,,Quản trị kinh doanh|Du lịch- Quản lý,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=201966,Luật du lịch Việt Nam và Quốc tế /Bộ môn Quản trị du lịch Dịch vụ và Lữ hành,,Nha Trang :Đại học Nha Trang,,,367 tr. ;,343.09,Bộ môn Quản trị du lịch Dịch vụ và Lữ hành::author,Du lịch - Luật,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239579,Phân tích mức độ sẵn sàng chuyển đổi số của doanh nghiệp nhỏ và vừa trên địa bàn tỉnh Khánh Hòa /Nguyễn Toàn Dũng; Nguyễn Văn Ngọc: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,77 tr. ;27 cm,658.4062,Nguyễn Toàn Dũng::author|Nguyễn Văn Ngọc::supervisor,Chuyển đổi số|Doanh nghiệp vừa và nhỏ,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239387,Nâng cao chất lượng dịch vụ cấp giấy phép sử dụng tần số và thiết bị vô tuyến điện tại Trung tâm Tần số vô tuyến điện khu vực VII – Cục Tần số vô tuyến điện /Nguyễn Tuấn Ngọc; Nguyễn Thị Nga: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,69 tr. :bảng biểu ;27 cm,354.49,Nguyễn Tuấn Ngọc::author|Nguyễn Thị Nga::supervisor,Hành chính công- Chất lượng,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239385,"Đánh giá dự án phát triển sản xuất nông, lâm nghiệp bền vững, phát huy tiềm năng, thế mạnh của các vùng miền để sản xuất hàng hóa theo chuỗi giá trị tại xã Ba Cụm Bắc, huyện Khánh Sơn, tỉnh Khánh Hòa /Nguyễn Thị My; Phạm Thành Thái: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,66 tr. ;27 cm,338.1,Nguyễn Thị My::author|Phạm Thành Thái::supervisor,Lâm nghiệp|Nông nghiệp|Sản xuất hàng hóa,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239384,"Các nhân tố ảnh hưởng đến khả năng chuyển đổi số của doanh nghiệp vừa và nhỏ trên địa bàn thành phố Nha Trang, tỉnh Khánh Hòa /Mai Văn Vương; Phạm Thành Thái: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,65 tr. ;27 cm,658.4062,Mai Văn Vương::author|Phạm Thành Thái::supervisor,Chuyển đổi số|Doanh nghiệp vừa và nhỏ,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239274,Đánh giá ảnh hưởng của sinh khối nấm men Saccharomyces cerevisiae trong dịch thủy phân rong sụn Kappaphycus alvarezii đến giai đoạn nuôi lưu hàu Thái Bình Dương /Nguyễn Thị Hà Trang; Phạm Thị Minh Hải: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,"61 tr. :biểu đồ, ảnh màu ;27 cm",660.6,Nguyễn Thị Hà Trang::author|Phạm Thị Minh Hải::supervisor,Công nghệ sinh học|Hàu- Kỹ thuật nuôi,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239273,"Phân lập, tuyển chọn chủng Parvovirus tiềm năng cho sản xuất vắc xin phòng bệnh khô thai trên lợn /Trịnh Thị Thu Hằng; Vũ Khắc Hùng, Nguyễn Văn Duy: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,114 tr. :minh họa ;27 cm,615.372,Trịnh Thị Thu Hằng::author|Vũ Khắc Hùng::supervisor|Nguyễn Văn Duy::supervisor,Vắc xin- Công nghệ sản xuất,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239272,Đánh giá thực trạng và xây dựng giải pháp kiểm soát vi sinh vật gây bệnh tại các cơ sở sản xuất nước đá dùng liền tỉnh Khánh Hòa /Nguyễn Thị Lài; Lê Phương Chung: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,"59 tr. :biểu đồ, ảnh màu ;27 cm",664.07,Nguyễn Thị Lài::author|Lê Phương Chung::supervisor,An toàn thực phẩm,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239271,"Nghiên cứu ảnh hưởng của phương pháp dẫn truyền vaccine SiV lên khả năng kháng vi khuẩn Streptococcus iniae ở cá chẽm (Lates calcarifer Bloch, 1790) /Nguyễn Đức Toàn; Nguyễn Thị Thanh Thùy, Trần Vĩ Hích: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,56 tr. :hình ảnh ;27 cm,639.964,Nguyễn Đức Toàn::author|Trần Vĩ Hích::supervisor|Nguyễn Thị Thanh Thùy::supervisor,Cá- Bệnh,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239270,"Nghiên cứu lựa chọn và ứng dụng một số chủng vi tảo trong sản xuất giống tôm he (Penaeus) tại Việt Nam /Mai Đức Thao; Phạm Quốc Hùng, Kim Jye Lee Chang: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,153 tr. :Minh họa ;27 cm,631.585,Mai Đức Thao::author|Phạm Quốc Hùng::supervisor|Kim Jye Lee Chang::supervisor,Tôm he- Kỹ thuật nuôi|Tảo- Kỹ thuật trồng,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239131,"Các nhân tố ảnh hưởng đến thu nhập của nông hộ trồng cà phê tại huyện M'Drắk, tỉnh Đắk Lắk /Vũ Tấn Kiệt; Trương Ngọc Phong: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,63 tr. ;27 cm,338.1,Vũ Tấn Kiệt::author|Trương Ngọc Phong::supervisor,Nông nghiệp- Chính sách|Nông nghiệp- Hiệu quả,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239130,"Hoàn thiện công tác quản lý thuế thu nhập doanh nghiệp tại Chi cục thuế thành phố Nha Trang, tỉnh Khánh Hòa /Lê Thị Thúy Lan; Lê Kim Long: GVHD",,"Nha Trang :Đại học Nha Trang,2025",,2025.0,108 tr. ;27 cm,336.2,Lê Thị Thúy Lan::author|Lê Kim Long::supervisor,Thuế- Quản lý|Thuế thu nhập doanh nghiệp,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239129,Các nhân tố ảnh hưởng đến sự tuân thủ thuế của các doanh nghiệp có vốn đầu tư nước ngoài tại địa bàn tỉnh Khánh Hòa /Bùi Đình Khánh; Hồ Huy Tựu: GVHD,,"Nha Trang :Đại học Nha Trang,2025",,2025.0,108 tr. ;27 cm,336.2,Bùi Đình Khánh::author|Hồ Huy Tựu::supervisor,Thuế- Quản lý,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239128,Hoàn thiện công tác quản lý thuế đối với hộ kinh doanh tại Chi cục Thuế khu vực nam Khánh Hòa /Trần Thị Mai; Phạm Thế Anh: GVHD,,"Nha Trang :Đại học Nha Trang,2025",,2025.0,82 tr. ;27 cm,336.2,Trần Thị Mai::author|Phạm Thế Anh::supervisor,Thuế- Quản lý|Thuế doanh nghiệp,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239119,"Nâng cao chất lượng đội ngũ cán bộ, công chức tại Sở Văn hóa, Thể thao và Du lịch tỉnh Phú Yên /Đoàn Thị Tô Huỳnh; Bùi Bích Xuân: GVHD",,"Nha Trang :Đại học Nha Trang,2025",,2025.0,"70 tr. :bảng, biểu đồ ;27 cm",352.6,Đoàn Thị Tô Huỳnh::author|Bùi Bích Xuân::supervisor,Quản trị nhân sự|Hành chính công,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239103,"Phát triển sinh kế bền vững cho hộ đồng bào dân tộc thiểu số tại huyện Khánh Vĩnh, tỉnh Khánh Hòa /Cao Thị Ngọc Thanh; Nguyễn Văn Ngọc: GVHD",,"Nha Trang :Đại học Nha Trang,2025",,2025.0,98 tr. ;27 cm,338.9,Cao Thị Ngọc Thanh::author|Nguyễn Văn Ngọc::supervisor,Lao động- Kinh tế xã hội,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238960,"Nghiên cứu khả năng sử dụng hai loài vi tảo Thalassiosira weissflogii và Chaetoceros muelleri trong ương nuôi ấu trùng tôm sú (Penaeus monodon Fabricius, 1798) /Đặng Lê Phương Vy; Lục Minh Diệp: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,67 tr. :Minh họa ;27 cm,631.585,Đặng Lê Phương Vy::author|Lục Minh Diệp::supervisor,Tôm sú- Thức ăn|Tảo- Kỹ thuật trồng,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238915,"Nghiên cứu một số đặc tính sinh học của chủng vi khuẩn Riemerella anatipestifer định hướng sản xuất vắc xin phòng bệnh nhiễm trùng huyết ở vịt /Tăng Mạnh Nhật; Lê Phương Chung, Lê Đình Hải: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,48 tr. :Minh họa ;27 cm,660.62,Tăng Mạnh Nhật::author|Lê Phương Chung::supervisor|Lê Đình Hải::supervisor,Công nghệ sinh học|Vi khuẩn- Đặc tính sinh học,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238873,"Các nhân tố ảnh hưởng đến hành vi phân loại rác tại nguồn của người dân trên địa bàn thành phố Cam Ranh, tỉnh Khánh Hòa /Phạm Thị Hồng Lệ; Phạm Thành Thái: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,75 tr. ;27 cm,363.70524,Phạm Thị Hồng Lệ::author|Phạm Thành Thái::supervisor,"Môi trường- Hoạt động xã hội|Môi trường, Ảnh hưởng của con người đối với",thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238850,Tác động của giáo dục và đào tạo nghề đến khả năng tìm việc của lao động trẻ tại tỉnh Khánh Hòa /Lý Phương Tài; Phạm Thành Thái: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,86 tr. ;27 cm,331.259,Lý Phương Tài::author|Phạm Thành Thái::supervisor,Lao động- Kinh tế xã hội,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238838,Dự đoán liên kết về học thuật dựa trên ontology /Thịnh Thị Thúy; Phạm Thị Thu Thúy: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,65 tr. :Minh họa ;27 cm,6.3,Thịnh Thị Thúy::author|Phạm Thị Thu Thúy::supervisor,Ontology (Truy xuất thông tin)|Tổ chức dữ liệu- Mô hình,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238831,"Đa dạng thành phần loài và mối quan hệ tiến hóa của giáp xác ký sinh trên vật chủ cua bơi Thalamita crenata Rüppell, 1830 tại vịnh Nha Trang, Khánh Hòa /Nguyễn Phương Liên; Đặng Thúy Bình, Nguyễn Thị Hải Thanh: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,66 tr. :Minh họa ;27 cm,595.3,Nguyễn Phương Liên::author|Đặng Thúy Bình::supervisor|Nguyễn Thị Hải Thanh::supervisor,Cua- Đặc điểm sinh học,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238799,"Nghiên cứu sự biến đổi chất lượng của phi lê cá chim vây vàng trong quá trình bảo quản đông /Nguyễn Hồng Duyên; Mai Thị Tuyết Nga, Huỳnh Thị Ái Vân: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,85 tr. ;27 cm,664.945,Nguyễn Hồng Duyên::author|Mai Thị Tuyết Nga::supervisor|Huỳnh Thị Ái Vân::supervisor,Cá chim vây vàng- Chất lượng|Cá- Bảo quản,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238776,"Mô hình toán quá trình truyền nhiệt, truyền chất trong sấy cá đù fillet bằng bức xạ hồng ngoại kết hợp năng lượng mặt trời gián tiếp /Trần Đình Khoa; Lê Như Chính, Khổng Trung Thắng: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,89 tr. :Minh họa ;27 cm,621.4025,Trần Đình Khoa::author|Lê Như Chính::supervisor|Khổng Trung Thắng::supervisor,Sấy- Hệ thống,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238773,"Tối ưu hóa điều kiện dinh dưỡng bổ sung đến hai loài tảo Thalassiosira weissflogii Fryxell & Hasle, 1977, Tetraselmis chuii Butcher, 1959 và sử dụng kết hợp làm thức ăn cho ấu trùng tôm thẻ chân trắng (Penaeus vannamei Boone,1931) /Lương Thị Thu Thanh; Lục Minh Diệp: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,55 tr. :Minh họa ;27 cm,631.585,Lương Thị Thu Thanh::author|Lục Minh Diệp::supervisor,Tôm thẻ chân trắng- Kỹ thuật nuôi|Tảo- Kỹ thuật trồng|Tôm- Thức ăn,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238772,Nghiên cứu bảo quản tinh trùng cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (A. baerii) nuôi tại Lâm Đồng /Hồ Thanh Tuyền; Lương Công Trung: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,61 tr. :Minh họa ;27 cm,597.4,Hồ Thanh Tuyền::author|Lương Công Trung::supervisor,Cá tầm- Bảo quản|Cá tầm- Giống,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238771,"Ảnh hưởng của màu bể và Astaxanthin bổ sung lên sinh trưởng của cá tai bồ (Platax teira Forsskal, 1775) giai đoạn giống /Nguyễn Hữu Khang; Nguyễn Văn Minh: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,47 tr. :Minh họa ;27 cm,639.32,Nguyễn Hữu Khang::author|Nguyễn Văn Minh::supervisor,Cá tai bồ- Kỹ thuật nuôi,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238765,Chất lượng tinh trùng của cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (Acipenser baerii):Đặc tính lý hóa và ảnh hưởng của một số yếu tố sinh thái /Châu Bích Liên; Trần Văn Phước: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,87 tr. :Minh họa ;27 cm,597.4,Châu Bích Liên::author|Trần Văn Phước::supervisor,Cá tầm- Đặc điểm sinh học|Cá tầm- Giống,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238760,"Đánh giá hiệu quả sử dụng thiết bị giám sát hành trình Vifish.18 trên tàu cá tỉnh Khánh Hòa /Phạm Mai Phước; Trần Trọng Đạo, Tô Văn Phương: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,64 tr. :Minh họa ;27 cm,639.22,Phạm Mai Phước::author|Trần Trọng Đạo::supervisor|Tô Văn Phương::supervisor,Nghề cá- Quản lý|Đánh cá- Kỹ thuật,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238751,"Đề xuất mô hình quản lý giao thông thông minh tại thành phố Nha Trang, tỉnh Khánh Hòa /Cao Như Ý; Nguyễn Văn Ngọc: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,74 tr. ;24 cm,388.411,Cao Như Ý::author|Nguyễn Văn Ngọc::supervisor,Giao thông đô thị- Quản lý|Giao thông thông minh,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238749,Số hóa bảng từ hình ảnh bằng thị giác máy tính /Lê Hoàn Chân; Nguyễn Khắc Cường: GVHD,,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,74 tr. :Minh họa ;27 cm,6.37,Lê Hoàn Chân::author|Nguyễn Khắc Cường::supervisor,Thị giác máy tính|Xử lý hình ảnh,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238705,"Phát triển sinh kế từ hoạt động du lịch cho hộ gia đình tại đảo Bích Đầm, thành phố Nha Trang, tỉnh Khánh Hòa /Lê Công Minh; Phạm Hồng Mạnh: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,85 tr. ;27 cm,338.4791,Lê Công Minh::author|Phạm Hồng Mạnh::supervisor,Lao động- Kinh tế xã hội|Du lịch,thesis
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238703,"Một số giải pháp phát triển kinh tế xã Ea Trang, huyện M'Drắk, tỉnh Đắk Lắk /Nguyễn Thị Sinh; Quách Thị Khánh Ngọc: GVHD",,"Khánh Hòa :Đại học Nha Trang,2025",,2025.0,59 tr. :Minh họa ;27 cm,338.9,Nguyễn Thị Sinh::author|Quách Thị Khánh Ngọc::supervisor,Kinh tế- Phát triển chiến lược,thesis
