url,title,alternative_title,publisher_info,journal_info,year,pages,ddc,authors,subjects,type
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=238997,Việt Nam sử luận :Góc nhìn đa chiều /Trịnh Vĩnh Thường; Nguyễn Phúc An (dịch và khảo chú),,"TP Hồ Chí Minh :Tổng hợp TP Hồ Chí Minh,2025",,2025.0,384 tr. :Minh họa ;24 cm,959.7,Trịnh Vĩnh Thường::author|Nguyễn Phúc An::contributor,Việt Nam- Lịch sử,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237839,Đối thoại với Lý Quang Diệu :Nhà nước công dân Singapore : cách thức xây dựng một quốc gia /Tom Plate; Nguyễn Hằng dịch,Conversations with Lee Kuan Yew,"TP Hồ Chí Minh :Trẻ,2011",,2011.0,"266 tr. :Minh họa ;20,5 cm",321.8043,"Plate, Tom::author|Nguyễn Hằng::contributor",Lý Quang Diệu- Phỏng vấn|Lý Quang Diệu- Quan điểm chính trị và xã hội|Tổng thống Singapore- Phỏng vấn,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237625,Python cơ bản /Bùi Việt Hà,,"Hà Nội :ĐH. Quốc gia Hà Nội,2024",,2024.0,140 tr. ;27 cm.,5.133,Bùi Việt Hà::author,Ngôn ngữ lập trình Python|Tin học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237624,"Luật An toàn thực phẩm quy định mới về thanh tra, xử phạt vi phạm hành chính trong lĩnh vực an toàn thực phẩm ở các cơ quan, doanh nghiệp, hộ kinh doanh, nhà hàng, khách sạn, quán ăn /Thu Phương (Hệ thống)",,"Hà Nội :La động,2022",,2022.0,384 tr. ;28 cm,344.0,Thu Phương::contributor,Luật và pháp chế thực phẩm- Việt Nam,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237623,Lý thuyết điều khiển tự động thông thường và hiện đại :Quyển 2: Hệ xung số /Nguyễn Thương Ngô,,"Hà Nội :Khoa học và Kỹ thuật,2009",,2009.0,200 tr. ;24 cm.,621.3,Nguyễn Thương Ngô::author,Tự động hóa|Điều khiển tự động,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237622,Phân tích công cụ /Trần Thị Thúy,,"Hà Nội :Bách Khoa Hà Nội,2016",,2016.0,196 tr. ;24 cm,543.0,Trần Thị Thúy::author,Phân tích công cụ|Hóa phân tích,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237619,Giáo trình kỹ thuật bao bì thực phẩm /Đống Thị Anh Đào,,"Tp. HCM :ĐHQG Tp. HCM,2020",,2020.0,404 tr. ;24 cm,664.09,Đống Thị Anh Đào::author,Bao gói sản phẩm|Thực phẩm - Bao bì,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237617,Sinh lý thực vật ứng dụng /Vũ Văn Vụ,,"Hà Nội :Giáo Dục,1999",,1999.0,148 tr. ;21 cm,571.2,Vũ Văn Vụ::author,Sinh lý học thực vật,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237615,"Trở thành người bán hàng xuất sắc :21 cách tuyệt vời để bán được nhiều hơn, nhanh hơn, dễ dàng hơn trong những thị trường khó khăn /Brian Tracy; Quế Hương dịch",Be a sales superstar,"Hà Nội :Lao động,2016",,2016.0,"140 tr. ;20,5 cm",658.85,"Tracy, Brian::author|Quế Hương::contributor",Thành công trong kinh doanh|Bán hàng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237598,Dinh dưỡng học /Đào Thị Yến Phi (chủ biên) và các tác giả khác,,"H. :Y học,2020",,2020.0,"xiv, 541 tr. ;27 cm",613.2,Nguyễn Phương Anh::contributor|Đào Thị Yến Phi::contributor|Đoàn Thị Ánh Tuyết::contributor|Đoàn Thị Kim Thoa::contributor,Dinh dưỡng học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237585,"Thế mới là marketing :Sẽ chẳng ai biết đến bạn, trừ khi bạn học được cách tự tỏa sáng /Seth Godin; Phan Thu dịch",This is marketing,"Hà Nội :Thế giới,2019",,2019.0,366 tr.,658.8,"Godin, Seth::author|Phan Thu::contributor",Thành công trong kinh doanh|Marketing,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237576,Thế giới ảo thương hiệu thật :Bí quyết xây dựng thương hiệu cá nhân thành công trên nền tảng mạng xã hội /Gary Vaynerchuk; Nguyễn Thu Hương dịch,Crushing it!,"Hà Nội :Thế giới,2019",,2019.0,"378 tr. ;20,5 cm",658.421,"Vaynerchuk, Gary::author|Nguyễn Thu Hương::contributor",Thành công trong kinh doanh|Ảnh hưởng (Tâm lý học)|Khởi sự doanh nghiệp,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237570,"Giáo trình hóa sinh thực vật /Trần Thị Lệ (Chủ biên), Võ Văn Quang",,"Hà Nội :Nxb. Nông Nghiệp,2006",,2006.0,284 tr. ;21 cm,572.0,Trần Thị Lệ::author|Võ Văn Quang::contributor,Sinh hóa thực vật,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237460,Influencer :Xây dựng thương hiệu cá nhân trong kỷ nguyên 4.0 /Brittany Hennessy; Linh Nguyên dịch,Influencer: building your personal brand in the age of social media,"Hà Nội :Lao động,2019",,2019.0,342 tr. ;20 cm,658.872,"Hennessy, Brittany::author|Linh Nguyên::contributor",Marketing internet|Xây dựng thương hiệu (Marketing)|Truyền thông xã hội,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=237281,Phương pháp thiết kế tuyến clothoid cho đường ô tô /Nguyễn Xuân Vinh,,"Hà Nội :Xây dựng,2006",,2006.0,238 tr. :Minh họa ;27 cm,625.725,Nguyễn Xuân Vinh::author,Thiết kế tuyến Clothoid|Động lực học công trình|Xây dựng đường ô tô,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=236781,"Máy móc, nền tảng, cộng đồng :Làm chủ tương lai kỹ thuật số của chúng ta /Andrew McAfee, Erik Brynjolfsson; Phạm Ngọc Thắng dịch","Machine, platform, crowd","Hà Nội :Thông tin Truyền thông,2020",,2020.0,379 tr. :Minh họa ;24 cm,303.4833,"McAfee, Andrew::author|Phạm Ngọc Thắng::contributor|Brynjolfsson, Erik::contributor",Kinh tế|Công nghệ thông tin|Xã hội,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235962,"Giáo trình Thủ tục hành chính (Dùng cho đào tạo Đại học Hành chính) /Nguyễn Văn Thâm, Võ Kim Sơn",,"Hà Nội :Nxb. Khoa học và Kỹ thuật,2012",,2012.0,151 tr. ;21 cm,351.0711,Nguyễn Văn Thâm::author|Võ Kim Sơn::contributor,Thủ tục hành chính,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235957,Giáo trình Tâm lý học đại cương /Huỳnh Văn Sơn và các tác giả khác,,"Tp.HCM :ĐH. Sư phạm Tp.HCM,2016",,2016.0,229 tr. ;24 cm,150.0,Huỳnh Văn Sơn::contributor|Lê Thị Hân::contributor|Nguyễn Thị Uyên Thy::contributor|Trần Thị Thu Mai::contributor,Tâm lý học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235739,Giáo trình tối ưu tuyến tính :Quyển 2 /Trần Vũ Thiệu,,"Hà Nội :Bách khoa Hà Nội,2023",,2023.0,221 tr. :Minh họa,512.5,Trần Vũ Thiệu::author,Toán tối ưu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235729,Giáo trình tối ưu tuyến tính :Quyển 1 /Trần Vũ Thiệu,,"Hà Nội :Bách khoa Hà Nội,2023",,2023.0,110 tr. :Minh họa,512.5,Trần Vũ Thiệu::author,Toán tối ưu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235717,Giáo trình thủy năng /Hồ Sỹ Dự (chủ biên) và những người khác,,"Hà Nội :Xây dựng,2024",,2024.0,350 tr. :Minh họa,627.0,Hà Văn Khối::contributor|Hồ Sỹ Dự::contributor|Trịnh Quốc Công::contributor|Lê Ngọc Sơn::contributor|Phan Trần Hồng Long::contributor|Hồ Sỹ Mão::contributor|Hồ Ngọc Dung::contributor|Hoàng Công Tuấn::contributor,Trạm thủy điện|Thủy năng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235684,"Định hình mạng 6G trong tương lai :Sự cần thiết, tác động và công nghệ /Emmanuel Bertin, Noel Crespi, Thomas Magedanz (biên soạn), Lê Tiến Hưng dịch","Shaping future 6G networks : needs, impacts and technologies","Hà Nội :Thông tin và truyền thông,2025",,2025.0,462 tr. :Minh họa,621.382,"Magedanz, Thomas::contributor|Bertin, Emmanuel::contributor|Crespi, Noel::contributor|Lê Tiến Hưng::contributor",Hệ thống thông tin di động|Mạng 6G,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235683,"Giáo trình Tâm lý học quản lý /Hoàng Thị Thu Hiền, Nguyễn Thị Lan",,"Hà Nội :Nxb. ĐHQG Tp.HCM,2012",,2012.0,346 tr.,158.7,Hoàng Thị Thu Hiền::author|Nguyễn Thị Lan::contributor,Tâm lý học xã hội,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235682,Các phương pháp sơ đồ mạng trong xây dựng /Trịnh Quốc Thắng,,"Hà Nội :Đại học Sư phạm,2012",,2012.0,174 tr. ;21 cm.,624.028,Trịnh Quốc Thắng::author,Phương pháp sơ đồ mạng (Xây dựng)|Công trình xây dựng- Thi công,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235681,Chiếu sáng đường giao thông nông thôn /Vũ Phương Thảo (chủ biên) và những người khác,,"Hà Nội :Khoa học - công nghệ - truyền thông,2025",,2025.0,239 tr. ;Minh họa,625.7,Vũ Phương Thảo::contributor|Nguyễn Lan Anh::contributor|Vũ Ngọc Phương::contributor|Nguyễn Huy Hùng::contributor|Nguyễn Hà Linh::contributor|Phạm Vũ Hà::contributor,Hệ thống chiếu sáng|Đường giao thông nông thôn- Việt Nam,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235664,Giáo trình thủy điện /Nguyễn Văn Nghĩa (chủ biên) và những người khác,,"Hà Nội :Xây dựng,2024",,2024.0,366 tr. :Minh họa,627.0,Nguyễn Văn Sơn::contributor|Lê Ngọc Sơn::contributor|Nguyễn Văn Nghĩa::contributor|Nguyễn Thị Nhớ::contributor|Phan Trần Hồng Long::contributor|Đào Ngọc Hiếu::contributor|Hồ Sỹ Mão::contributor,Trạm thủy điện|Thủy năng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235662,Chủ nghĩa tự do của Hayek /Gilles Dostaler; Nguyễn Đôn Phước dịch,,"Hà Nội :Tri thức,2008",,2008.0,185 tr.,330.01,"Dostaler, Gilles::author|Nguyễn Đôn Phước::contributor",Kinh tế,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235656,Giáo trình xã hội học giáo dục /Lê Ngọc Lan,,"Hà Nội :Đại học Sư phạm,2005",,2005.0,129 tr. ;24 cm.,306.43,Lê Ngọc Lan::author,Xã hội học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235651,"Giáo trình toán ứng dụng trong kỹ thuật /Ngô Như Khoa, Ôn Ngũ Minh, Phạm Thị Thu Hằng",,"Thái Nguyên :Đại học Thái Nguyên,2019",,2019.0,321 tr. :Minh họa ;24 cm,519.8,Phạm Thị Thu Hằng::contributor|Ngô Như Khoa::contributor|Ôn Ngũ Minh::contributor,Toán ứng dụng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235625,Giáo trình tâm lí học giáo dục /Nguyễn Đức Sơn và những người khác,,"Hà Nội :Đại học sư phạm,2015",,2015.0,319 tr. ;24 cm,370.15,Lê Minh Nguyệt::contributor|Nguyễn Thị Huệ::contributor|Nguyễn Đức Sơn::contributor|Trần Quốc Thành::contributor|Trần Thị Lệ Thu::contributor|Đỗ Thị Hạnh Phúc::contributor,Tâm lí học giáo dục|Tâm lý học- Giáo trình,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235624,Giáo trình Văn thư /Triệu Văn Cường,,"Hà Nội :Đại học Kinh tế Quốc dân,2016",,2016.0,367 tr. ;24 cm.,27.0,Triệu Văn Cường::author,Văn thư,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235620,"Giáo trình quyền lực chính trị :Dùng cho hệ đào tạo cử nhân Chính trị học /Lê Minh Quân (chủ biên), Lưu Minh Văn",,"Hà Nội :Đại học quốc gia Hà Nội,2017",,2017.0,310 tr ;24 cm,320.4,Lê Minh Quân::author|Lưu Minh Văn::contributor,Quyền lực (Khoa học xã hội)|Chính trị học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235579,"Giáo trình mạng truyền thông công nghiệp /Phạm Thị Lý (chủ biên), Vũ Thị Quỳnh, Nguyễn Nhật Thanh, Lại Bạch Thị Thu Hà",,"Hà Nội :Khoa học tự nhiên và công nghệ,2024",,2024.0,198 tr. :Minh họa,621.382,Nguyễn Nhật Thanh::contributor|Phạm Thị Lý::contributor|Vũ Thị Quỳnh::contributor|Lại Bạch Thị Thu Hà::contributor,Cấu trúc mạng máy tính|Truyền thông- Kỹ thuật|Truyền thông công nghiệp,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235572,"Giáo trình lịch sử ngoại giao Việt Nam /Hoàng Thị Mỹ Hạnh, Hà Thị Thu Thủy",,"Thái Nguyên :Đại học Thái Nguyên,2020",,2020.0,163 tr. ;24 cm,327.597,Hoàng Thị Mỹ Hạnh::author|Hà Thị Thu Thủy::contributor,Lịch sử ngoại giao- Việt Nam,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235571,"Giáo trình địa chất đại cương và địa chất lịch sử /Phùng Ngọc Đĩnh, Lương Hồng Nhược",,"Hà Nội :Đại học sư phạm,2010",,2010.0,203 tr. :Minh họa ;24 cm,551.0,Phùng Ngọc Đĩnh::author|Lương Hồng Nhược::contributor,Địa chất đại cương|Địa chất học- Giáo trình|Địa chất lịch sử,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235565,"Giáo trình thực hành điện tử công suất (Mạch nghịch lưu) /Lê Hoàng Minh, Lê Thanh Đạo, Bùi Thị Tuyết Đan",,"Tp.HCM :Nxb.ĐHQG,2017",,2017.0,316 tr. ;24 cm,621.381,Lê Hoàng Minh::author|Lê Thanh Đạo::contributor|Bùi Thị Tuyết Đan::contributor,Điện tử công suất,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235553,Giáo trình chính sách đối ngoại của một số nước lớn trên thế giới /Phạm Minh Sơn (chủ biên) và những người khác,,"Hà Nội :Lý luận chính trị,2020",,2020.0,"323 tr. ;20,5 cm",327.1,Phạm Minh Sơn::contributor|Nguyễn Thị Quế::contributor|Phạm Lê Dạ Hương::contributor|Đỗ Thị Hùng Thúy::contributor|Nguyễn Thị Thu Hà::contributor,Chính sách đối ngoại,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235534,Tổng hợp ancol từ H2/CO :Sách chuyên khảo /Nguyễn Tiến Thảo,Synthesis of alcohols from H2/CO,"Hà Nội :Đại học quốc gia Hà Nội,2020",,2020.0,196 tr. :Minh họa ;24 cm,547.0,Nguyễn Tiến Thảo::author,Công nghệ hóa học|Hóa học hữu cơ,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235532,Giáo trình Thống kê đầu tư và xây dựng /Phan Công Nghĩa,,"Hà Nội :Đại học Kinh tế Quốc dân,2010",,2010.0,702 tr. ;21 cm.,332.678,Phan Công Nghĩa::author,Thống kê đầu tư,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235529,"Giáo trình cao học thủy lợi - Mô hình toán thủy văn /Lê Văn Nghinh (chủ biên), Bùi Công Quang, Hoàng Thanh Tùng",,"Hà Nội :Xây dựng,2006",,2006.0,162 tr. :Minh họa ;27 cm,551.46,Lê Văn Nghinh::contributor|Bùi Công Quang::contributor|Hoàng Thanh Tùng::contributor,Thủy văn học- Mô hình toán học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=11&material_type=2&dmd_id=235522,Thực hành sửa chữa màn hình tinh thể lỏng /Vân Anh,,"Hà Nội :Giao thông vận tải,2009",,2009.0,659 tr. :Minh họa ;24 cm,621.3815,Vân Anh::author,Màn hình tinh thể lỏng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=237569,Hóa sinh thực phẩm /Đàm Sao Mai (chủ biên) và nhóm tác giả,,"Tp.HCM :ĐH QG Tp.HCM,2009",,2009.0,309 tr.,660.07,Đàm Sao Mai::contributor|Nguyễn Thị Trang::contributor|Hồ Thiên Hoàng::contributor|Lê Văn Nhất Hoài::contributor,Thực phẩm|Hóa sinh,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=235989,"Giáo trình Quản lý chất lượng và luật thực phẩm /Lê Nguyên Đoan Huy, Nguyễn Công Hà",,"Cần Thơ :Đại học Cần Thơ,2014",,2014.0,194 tr.,664.949,Lê Nguyên Đoan Huy::author|Nguyễn Công Hà::contributor,Thực phẩm- Quản lý chất lượng|Luật Thực phẩm,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=235673,Giáo trình giảng dạy bậc đại học: Hành vi người tiêu dùng - Định hướng ứng dụng /Hồ Huy Tựu,,"Hà Nội :Nxb. Kinh tế - Tài chính,2026",,2026.0,222 tr,658.834,Hồ Huy Tựu::author,Khách hàng - Nghiên cứu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=231088,Miễn dịch học /Đại học Y Hà Nội,,Hà Nội :Nxb.Y học,,,216 tr,616.079,Đại học Y Hà Nội::contributor,Miễn dịch học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=216068,Dinh dưỡng trong nuôi trồng thủy sản /Phạm Đức Hùng,,2024,,2024.0,775tr :Hình ảnh ;24cm,639.3,,Dinh dưỡng nuôi trồng thủy sản|Nuôi trồng thủy sản,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215972,Phân tích tài chính doanh nghiệp /Võ Văn Cần,,2024,,2024.0,116tr :Bảng biểu ;21cm,658.15,Võ Văn Cần::author,Tài chính doanh nghiệp|Phân tích tài chính,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215498,,,"Nha Trang :Đại học Nha Trang,2015",,2015.0,93 tr.,627.2,Hồ Đức Tuấn::author,Cảng biển- Khai thác|Cảng biển- Quản lý,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215496,Cảng nội địa (Lưu hành nội bộ) /Bộ môn Khoa học Hàng hải,Inland Clearance Depot,"Nha Trang :Đại học Nha Trang,2024",,2024.0,98 tr.,627.0,Bộ môn Khoa học Hàng hải::contributor,Cảng chuyên dụng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215490,,,"Nha Trang :Đại học Nha Trang,2019",,2019.0,346tr : ;24 cm,387.0,Nguyễn Thái Vũ::author,Hàng hải- Đánh giá|Hàng hải- Kiểm tra,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215483,Kế toán tài chính 3,,Nha Trang :Đại học Nha Trang,,,258 tr.,657.48,,Kế toán tài chính,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215482,Giới thiệu hệ thống báo cáo tài chính /Võ Văn Cần,,2024,,2024.0,116tr :Bảng biểu ;21cm,657.3,Võ Văn Cần::author,Báo cáo tài chính,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215464,Bài giảng Thiết bị tàu thủy :Lưu hành nội bộ /Nguyễn Thái Vũ,,"Nha Trang :Đại học Nha Trang,2018",,2018.0,148 tr.,623.86,Nguyễn Thái Vũ::author,Tàu thủy|Tàu thủy- Thiết bị,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215314,Ươm giống và Trồng thương phẩm rong biển /Lê Anh Tuấn,,2024,,2024.0,43tr :Hình ảnh ;21cm,639.8,Lê Anh Tuấn::author,Nuôi thương phẩm rong biển|Ươm giống rong biển|Rong biển,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215292,Kỹ thuật Sản xuất giống và trồng Rong biển :Bài giảng dành cho sinh viên các lớp Nuôi trồng thủy sản /Lê Anh Tuấn,,2024,,2024.0,317tr :Hình ảnh ;21cm,639.8,Lê Anh Tuấn::author,Sản xuất giống rong biển|Trồng rong biển|Rong biển,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215261,Quy hoạch và Phát triển Thủy sản /Lê Anh Tuấn,,2024,,2024.0,210tr :Hình ảnh ;21cm,639.8,Lê Anh Tuấn::author,Quy hoạch nuôi trồng thủy sản|Nuôi trồng thủy sản|Phát triển nuôi trồng thủy sản,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215249,Chuẩn mực báo cáo tài chính quốc tế,,Nha Trang :Đại học Nha Trang,,,117 tr.,657.3,,Báo cáo tài chính,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215242,Lập và phân tích báo cáo tài chính theo IFRS,,Nha Trang :Đại học Nha Trang,,,120 tr.,657.3,,Báo cáo tài chính,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215228,Kỹ thuật nuôi trồng thủy sản /Trần Văn Dũng,,2023,,2023.0,305tr :Hình ảnh ;21cm,639.8,Trần Văn Dũng::author,Nuôi trồng thủy sản,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215225,Kiểm tra vật liệu và NDT /Huỳnh Văn Vũ,,"Nha Trang :Đại học Nha Trang,2024",,2024.0,40 tr. :24 cm,621.0,Huỳnh Văn Vũ::author,Vật liệu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215224,Phương pháp nghiên cứu khoa học /Huỳnh Văn Vũ,,"Nha Trang :Đại học Nha trang,2024",,2024.0,271 tr.,1.42,Huỳnh Văn Vũ::author,Khoa học- Phương pháp nghiên cứu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215222,Kỹ thuật Hàn tàu thủy. Phần 2 /Huỳnh Văn Vũ,,"Nha Trang :Đại học Nha Trang,2009",,2009.0,100 tr. :24 cm,621.0,Huỳnh Văn Vũ::author,Đóng tàu,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215216,Quy hoạch và quản lý nuôi trồng thủy sản /Lê Anh Tuấn,,2024,,2024.0,193tr :Hình ảnh ;21cm,639.8,Lê Anh Tuấn::author,Quản lý nuôi trồng thủy sản|Quy hoạch nuôi trồng thủy sản|Nuôi trồng thủy sản,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215203,"Tổng hợp văn bản pháp luật năm 2023 :Học phần Luật kinh doanh /Hoàng Thu Thuỷ, Nguyễn Thị Hà Trang",,2023,,2023.0,482tr ;21cm,340.02,Hoàng Thu Thuỷ::author|Nguyễn Thị Hà Trang::contributor,Văn bản pháp luật,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=215082,"Thực hành thực vật và động vật phù du /Trương Thị Bích Hồng (chủ biên), Nguyễn Thị Thúy, Trần Thị Lê Trang",,"Đại học Nha Trang,2024",,2024.0,83tr :Hình ảnh ;24cm,578.76,Trương Thị Bích Hồng::author|Nguyễn Thị Thúy::contributor|Trần Thị Lê Trang::contributor,Động vật phù du- Thủy sinh học|Thực vật phù du- Thủy sinh học,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214988,Hình thái phân loại giáp xác và động vật thân mềm /Vũ Trọng Đại,,"Đại học Nha Trang,2024",,2024.0,497tr :Hình ảnh,594.0,Vũ Trọng Đại::author,Động vật giáp xác- Bài giảng|Động vật thân mềm- Bài giảng,book
https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=14&material_type=2&dmd_id=214975,Bài giảng Nhiên liệu và môi chất chuyên dùng - Dùng cho động cơ đốt trong :(Bài giảng dùng cho học viên ngành động lực Đại học Nha Trang) - Lưu hành nội bộ /Hồ Đức Tuấn,,"Nha Trang :Đại học Nha Trang,2020",,2020.0,127 tr.,621.43,Hồ Đức Tuấn::author,Động cơ đốt trong- Môi chất|Động cơ đốt trong- Nhiên liệu,book
