id,name
U1,Oxford University Press
U2,Cornell University Press
U3,The University of North Carolina Press
U4,Đại học Quốc gia Hà Nội
U5,Đại học Quốc gia TP Hồ Chí Minh
U6,Đại học Sư phạm TP Hồ Chí Minh
U7,Đại học Sư phạm
U8,Đại học Thái Nguyên
U9,Đại học sư phạm
U10,Đại học Kinh tế Quốc dân
U11,Đại học Quốc gia
U12,Đại học QG TP Hồ Chí Minh
U13,Đại học Cần Thơ
U14,Đại học Nha Trang
